figure,source,role,policy,jobs_per_hr,seed,saturated,n_window_jobs,mean,p10,p50,p75,p90,p99,p99.9,p100
fig9,ours,gavel,max_min_fairness_perf,6.8,1,False,999,77.46654159075797,3.2267794053819445,17.814510633680555,55.22586371527778,218.61675000000014,837.6275388888889,1480.2098983333494,1719.1247222222223
fig9,ours,gavel,max_min_fairness_perf,6.8,2,False,1000,66.55694638034397,2.7324640299479164,14.459740125868056,46.851786024305554,199.7583819444445,746.2769145833333,925.1703679166687,947.0441666666667
fig9,ours,gavel,max_min_fairness_perf,6.8,all,False,2999,74.59897389762607,3.1018931749131946,16.52713433159722,53.86992404513889,213.6585868055556,797.2235236111111,1214.113144444506,1719.1247222222223
fig9,ours,gavel,max_min_fairness_perf,7.2,0,True,996,100.22142247368107,3.937508002387153,18.595941840277778,67.21566731770834,283.46763888888887,1015.6709722222212,2263.5381673612374,3411.652222222222
fig9,ours,gavel,max_min_fairness_perf,7.2,1,True,995,120.06507099325839,3.7858790690104165,20.117918836805554,64.63549913194444,253.74098958333346,1526.5661611111047,4205.475946111282,6193.0344444444445
fig9,ours,gavel,max_min_fairness_perf,7.2,2,True,998,96.85597768806927,3.5120050998263888,18.816782769097223,62.364024522569444,261.4089652777779,904.3054312499997,1107.0516560430776,10099.91888888889
fig9,ours,gavel,max_min_fairness_perf,7.2,all,True,2989,105.70342862320895,3.7730196397569444,19.326549479166665,64.76051649305556,270.26367708333356,1016.344766666665,3972.848056666705,10099.91888888889
fig9,ours,gavel,max_min_fairness_perf,7.6,0,True,987,115.14318281512747,4.2670322265625,21.75909939236111,73.71393663194445,339.52892361111094,983.253268055555,1928.9931788898289,9421.291111111112
fig9,ours,gavel,max_min_fairness_perf,7.6,1,True,970,106.17917239278506,4.300727701822917,21.76844509548611,75.12649956597221,282.1968420138889,1447.461183333333,2696.326582222233,2862.4605555555554
fig9,ours,gavel,max_min_fairness_perf,7.6,2,True,986,125.933872091084,4.384900580512153,22.090338541666668,69.95183485243055,304.09375,977.294524305555,8534.920952777791,8663.617222222223
fig9,ours,gavel,max_min_fairness_perf,7.6,all,True,2943,115.8039131978733,4.310452528211806,21.927376302083335,73.47939670138888,311.3782291666668,1087.914940277774,8524.380014444449,9421.291111111112
fig9,ours,gavel,max_min_fairness_perf,8.0,0,True,953,142.30982834155847,4.747007378472222,23.160442708333335,78.24888888888889,352.76536111111193,1318.4340944444452,7258.954542222231,7328.681666666666
fig9,ours,gavel,max_min_fairness_perf,8.0,1,True,941,122.20693526978445,4.562734375,25.11937282986111,81.64383680555555,302.94131944444445,1480.875555555557,4391.538177778,7922.445555555556
fig9,ours,gavel,max_min_fairness_perf,8.0,2,True,958,143.69317736252918,4.5619548611111105,24.806962890625,77.49114583333333,351.8162291666673,1325.0861805555492,7298.338371666857,8814.961666666666
fig9,ours,gavel,max_min_fairness_perf,8.0,all,True,2852,136.14167475865193,4.581632703993056,24.02757378472222,79.01422526041667,331.15317013888904,1407.8716166666663,7266.3520627778025,8814.961666666666
fig9,paper,baseline,,0.5,,False,,22,,,,,,,
fig9,paper,baseline,,1.0,,False,,24,,,,,,,
fig9,paper,baseline,,1.5,,False,,23,,,,,,,
fig9,paper,baseline,,2.5,,False,,23,,,,,,,
fig9,paper,baseline,,3.0,,False,,22,,,,,,,
fig9,paper,baseline,,3.5,,False,,22,,,,,,,
fig9,paper,baseline,,4.0,,False,,22,,,,,,,
fig9,paper,baseline,,4.5,,False,,24,,,,,,,
fig9,paper,baseline,,5.0,,False,,61,,,,,,,
fig9,paper,baseline,,5.5,,False,,92,,,,,,,
fig9,paper,baseline,,6.0,,False,,99,,,,,,,
fig9,paper,gavel,,0.5,,False,,16,,,,,,,
fig9,paper,gavel,,1.0,,False,,18,,,,,,,
fig9,paper,gavel,,1.5,,False,,17,,,,,,,
fig9,paper,gavel,,2.0,,False,,17,,,,,,,
fig9,paper,gavel,,2.5,,False,,16,,,,,,,
fig9,paper,gavel,,3.0,,False,,15,,,,,,,
fig9,paper,gavel,,3.5,,False,,15,,,,,,,
fig9,paper,gavel,,4.0,,False,,15,,,,,,,
fig9,paper,gavel,,4.5,,False,,14,,,,,,,
fig9,paper,gavel,,5.0,,False,,20,,,,,,,
fig9,paper,gavel,,5.5,,False,,30,,,,,,,
fig9,paper,gavel,,6.0,,False,,46,,,,,,,
fig9,paper,gavel,,6.5,,False,,99,,,,,,,
