figure,source,role,policy,jobs_per_hr,seed,saturated,n_window_jobs,mean,p10,p50,p75,p90,p99,p99.9,p100
fig11,ours,baseline,finish_time_fairness,1.6,2,False,1000,20.965060140346957,1.1691372884114584,5.578588595920139,16.593809407552083,60.64885633680558,195.38434253472218,344.2406550694468,370.42506944444443
fig11,ours,baseline,finish_time_fairness,1.6,all,False,3000,21.47270609963876,1.1650433892144099,5.488937988281251,17.281969129774307,63.90065364583331,195.10238124999995,344.24065506944976,617.223125
fig11,ours,baseline,finish_time_fairness,1.8,0,False,1000,22.873317948913577,1.1762740207248263,5.485904405381945,17.697487250434026,69.30385633680555,205.65331180555555,363.9595121528043,657.8302777777777
fig11,ours,baseline,finish_time_fairness,1.8,1,False,1000,20.524977524414062,1.1484760606553819,5.4000927734375,17.204103461371528,57.56257682291669,190.20084062499996,238.05351534723627,394.01690972222224
fig11,ours,baseline,finish_time_fairness,1.8,2,False,1000,21.058623679029676,1.0993269788953992,5.510547688802083,16.68140597873264,61.41098914930558,200.85231979166664,384.58302548611204,394.9939236111111
fig11,ours,baseline,finish_time_fairness,1.8,all,False,3000,21.485639717452436,1.1387462700737847,5.468652615017361,17.226568739149304,63.61668706597221,200.0488842013887,384.58204847222413,657.8302777777777
fig11,ours,baseline,finish_time_fairness,2.0,0,False,1000,24.49375425001356,1.2098390706380209,5.530877821180555,18.026639539930557,72.11508506944445,239.4620279513887,391.8966270486516,841.5804861111111
fig11,ours,baseline,finish_time_fairness,2.0,1,False,1000,20.521975287916398,1.135242160373264,5.288863932291667,17.446658528645834,58.97730468750001,187.4934326388889,254.12083633682147,430.7005555555556
fig11,ours,baseline,finish_time_fairness,2.0,2,False,1000,22.209849724188913,1.1581046956380208,5.527451714409722,17.048448079427082,61.620394965277804,216.35556041666663,505.3462527777799,528.9018402777778
fig11,ours,baseline,finish_time_fairness,2.0,all,False,3000,22.40852642070629,1.1663223605685764,5.428497178819445,17.551129557291667,63.993004774305525,211.48972621527722,430.77517767362633,841.5804861111111
fig11,ours,baseline,finish_time_fairness,2.2,0,False,1000,26.91778237792969,1.1507817518446182,5.6420076497395835,18.40470431857639,75.08353906250001,322.02860138888883,713.2578403472622,1157.3897222222222
fig11,ours,baseline,finish_time_fairness,2.2,1,False,1000,21.61004481519911,1.1800465630425347,5.417428927951389,18.89112087673611,65.24850043402783,189.15664878472222,315.7261427777895,445.87059027777775
fig11,ours,baseline,finish_time_fairness,2.2,2,False,1000,23.747672184990776,1.152277804904514,5.580917154947917,17.545639105902776,62.555125000000004,236.56545642361095,628.5211145833346,641.4283333333333
fig11,ours,baseline,finish_time_fairness,2.2,all,False,3000,24.09183312603986,1.1591820203993055,5.575324435763889,18.15861789279514,67.72890407986107,227.59738177083122,628.521114583336,1157.3897222222222
fig11,ours,baseline,finish_time_fairness,2.4,0,False,1000,30.252702972106935,1.196383748372396,6.122644314236111,19.944208441840278,79.54695659722226,390.8523444444443,919.062855000051,1484.13
fig11,ours,baseline,finish_time_fairness,2.4,1,False,1000,26.547491323343912,1.2142738037109375,6.1322837999131945,21.87740288628472,77.11041145833335,231.91784826388883,498.79962152781263,885.7421527777777
fig11,ours,baseline,finish_time_fairness,2.4,2,False,1000,26.801151722344294,1.1803942057291665,5.820890570746528,18.39536349826389,66.30547352430555,291.9812986111108,834.8064270138896,842.3370138888889
fig11,ours,baseline,finish_time_fairness,2.4,all,False,3000,27.867115339265048,1.1976993815104169,6.009596896701389,20.0998388671875,73.8352925347222,304.9738114583328,842.3804190277866,1484.13
fig11,ours,baseline,finish_time_fairness,2.6,0,False,1000,37.467584082912865,1.242383802625868,6.948395724826389,22.873660481770834,91.78603559027779,536.5054996527776,1380.2314047222562,1757.9247222222223
fig11,ours,baseline,finish_time_fairness,2.6,1,False,1000,30.541076791720922,1.1810323486328125,6.5145458984375,23.532662760416667,79.4633263888889,300.30268124999986,825.8645613194644,1047.0794444444443
fig11,ours,baseline,finish_time_fairness,2.6,2,False,1000,33.48091888916015,1.2283873019748264,6.473319769965277,23.47013943142361,77.72745920138888,385.28545208333287,1284.4819711111152,1327.243611111111
fig11,ours,baseline,finish_time_fairness,2.6,all,False,3000,33.82985992126465,1.2248060438368056,6.614844563802084,23.447424587673613,81.97341232638888,451.178471527775,1284.48197111112,1757.9247222222223
fig11,ours,baseline,finish_time_fairness,2.8,0,False,1000,71.75003758043077,1.700486843532986,11.127296006944444,39.36984375,144.9428046875,1217.2304499999993,2980.5711827782497,8213.182777777778
fig11,ours,baseline,finish_time_fairness,2.8,1,False,1000,36.32456340216743,1.231143296983507,7.084269748263889,27.409051649305553,87.30913281250001,386.16136736111093,1104.7018277778259,1638.6340277777779
fig11,ours,baseline,finish_time_fairness,2.8,2,True,1000,40.81979289350721,1.2181720106336806,7.296596137152778,27.673324110243055,90.18849565972229,519.2819173611106,1698.2687861111247,1847.8773611111112
fig11,ours,baseline,finish_time_fairness,2.8,all,True,3000,49.63146462536846,1.3375058322482638,8.458645833333334,29.894080403645834,104.1203706597222,728.4513958333309,1847.922932916676,8213.182777777778
fig11,ours,baseline,finish_time_fairness,3.0,0,True,998,81.71099321720834,1.9948309733072915,13.832453342013888,47.355670572916665,180.94001388888896,1491.5586319444437,2635.7457116667006,2851.445
fig11,ours,baseline,finish_time_fairness,3.0,1,False,1000,80.16614524210611,2.0557642279730906,13.799698350694445,48.34035481770833,179.40130034722227,1027.5967583333331,4934.84021611121,6028.961111111111
fig11,ours,baseline,finish_time_fairness,3.0,2,True,997,93.45106316188419,2.345571343315972,16.492306857638887,57.50508246527778,199.62417708333328,1212.329772222213,5146.329042222516,7356.3805555555555
fig11,ours,baseline,finish_time_fairness,3.0,all,True,2995,85.10331433899118,2.111019232855903,14.63841796875,50.80586805555555,185.11990972222216,1242.4340499999964,4934.967250000063,7356.3805555555555
fig11,ours,baseline,finish_time_fairness,3.2,0,True,998,114.91257487692671,2.3328360460069444,16.53658203125,56.408069661458335,216.69636979166702,2010.1122624999975,5202.722335000771,10118.154444444444
fig11,ours,baseline,finish_time_fairness,3.2,1,True,998,97.01342495877715,2.628028537326389,17.13301052517361,61.41872612847222,221.23159548611113,1138.246747222222,4225.620923889866,10458.101111111111
fig11,ours,baseline,finish_time_fairness,3.2,2,True,995,116.79350575461672,2.7993400607638894,19.77105251736111,67.98407986111111,238.95893055555558,1323.0807749999917,6194.103242222645,11118.437777777777
fig11,ours,baseline,finish_time_fairness,3.2,all,True,2991,109.56592646669212,2.589026150173611,18.0289453125,61.483936631944445,225.84402777777777,1617.1766249999994,6203.916644445307,11118.437777777777
fig11,ours,baseline,finish_time_fairness,3.4,0,True,999,87.17172974542468,1.832892578125,12.833291015625,44.16728081597222,172.36508333333333,1458.2005749999992,2059.1686136116036,9463.42888888889
fig11,ours,baseline,finish_time_fairness,3.4,1,True,999,76.59219514714638,2.0002010633680563,13.856912977430556,51.98811414930556,164.82660416666675,844.2076222222221,5305.321586666706,5891.883888888889
fig11,ours,baseline,finish_time_fairness,3.4,2,True,997,81.44061591397184,2.159560248480903,14.883212890625,56.657465277777774,188.2961736111111,1093.3553833333317,3550.4562688889923,4327.168055555556
fig11,ours,baseline,finish_time_fairness,3.4,all,True,2995,81.7350434169978,1.9636126844618056,13.926222873263889,50.751299913194444,174.67682291666665,1163.1441180555535,4333.029923889195,9463.42888888889
fig11,ours,gavel,finish_time_fairness_perf,0.2,0,False,1000,18.27703535664876,1.0017907850477432,5.458958333333333,15.011774088541667,57.415761284722244,153.3456996527778,163.6665140625001,164.93625
fig11,ours,gavel,finish_time_fairness_perf,0.2,1,False,1000,16.88418417449951,1.0042682834201389,4.922086588541667,14.099604763454861,55.03399435763889,145.66758749999997,162.68180409722225,163.18331597222223
fig11,ours,gavel,finish_time_fairness_perf,0.2,2,False,1000,17.214062044949003,0.9221115315755208,5.167111545138889,14.123780653211805,52.62879036458334,146.26066562499997,162.27798677083368,166.11161458333333
fig11,ours,gavel,finish_time_fairness_perf,0.2,all,False,3000,17.458427192032424,0.982852057562934,5.16489990234375,14.355929361979166,55.11860286458332,148.50513559027775,163.18379789930566,166.11161458333333
fig11,ours,gavel,finish_time_fairness_perf,0.4,0,False,1000,18.24919218892415,1.1384535251193575,5.402767198350695,14.623686794704861,58.939766059027804,153.44947256944445,160.94916748263972,170.05545138888888
fig11,ours,gavel,finish_time_fairness_perf,0.4,1,False,1000,16.868455103929307,1.1261736789279515,4.961193576388888,13.873154839409722,54.16748611111112,145.43526440972224,160.36656348958365,163.99239583333335
fig11,ours,gavel,finish_time_fairness_perf,0.4,2,False,1000,17.124166519063316,1.0926117418077257,5.06625732421875,13.512896592881944,52.62502256944445,147.37186475694443,162.94884576388918,166.1317013888889
fig11,ours,gavel,finish_time_fairness_perf,0.4,all,False,3000,17.413937937305594,1.1180584988064237,5.129109429253472,14.041804741753472,54.9739548611111,148.20449965277768,162.94670645833355,170.05545138888888
fig11,ours,gavel,finish_time_fairness_perf,0.6,0,False,1000,18.248232261623805,1.2028354085286457,5.169957139756944,14.760299207899306,58.96394835069446,153.3639657986111,165.4292724131947,168.37928819444446
fig11,ours,gavel,finish_time_fairness_perf,0.6,1,False,1000,16.83434412380642,1.1783333740234374,4.941566569010417,14.153296440972222,53.99432508680555,144.57787569444443,160.43520052083366,164.01755208333333
fig11,ours,gavel,finish_time_fairness_perf,0.6,2,False,1000,17.135611992967394,1.1436459554036458,5.132926161024306,13.475279947916667,52.79585069444446,146.38821215277773,162.31162626736153,166.9714236111111
fig11,ours,gavel,finish_time_fairness_perf,0.6,all,False,3000,17.406062792799208,1.1697135959201388,5.098660753038194,14.232769368489583,54.12456770833333,149.19668489583333,164.01896085069473,168.37928819444446
fig11,ours,gavel,finish_time_fairness_perf,0.8,0,False,1000,18.115860678473574,1.192254150390625,5.163097059461805,14.667255859375,56.02779557291674,152.5586628472222,166.8581012152796,187.0051215277778
fig11,ours,gavel,finish_time_fairness_perf,0.8,1,False,1000,16.786560253194175,1.2233335774739584,4.975823567708334,14.042164442274306,53.41057812500001,144.1801237847222,160.47022807291705,164.47901041666665
fig11,ours,gavel,finish_time_fairness_perf,0.8,2,False,1000,16.98451922434489,1.2065838351779514,4.966375325520833,13.69485812717014,52.832161458333346,147.13300954861106,163.13319348958368,166.91317708333332
fig11,ours,gavel,finish_time_fairness_perf,0.8,all,False,3000,17.29564671867088,1.1999702962239582,5.031452907986111,14.153906792534723,53.86145355902778,148.64508177083314,164.48136934027823,187.0051215277778
fig11,ours,gavel,finish_time_fairness_perf,1.0,0,False,1000,17.795350295444063,1.185053738064236,4.776117350260417,14.383225368923611,55.25369574652786,152.1442795138889,165.01313463542198,223.81807291666667
fig11,ours,gavel,finish_time_fairness_perf,1.0,1,False,1000,16.63053575636122,1.1935925564236112,4.763383517795139,14.006744791666666,53.01478125,144.28023064236112,160.71991940972254,164.28159722222222
fig11,ours,gavel,finish_time_fairness_perf,1.0,2,False,1000,16.7959381680976,1.1587930501302084,4.872850206163195,13.455958116319444,52.20672352430556,149.83235156249998,163.83446753472253,167.2915972222222
fig11,ours,gavel,finish_time_fairness_perf,1.0,all,False,3000,17.073941406634297,1.1769967312282987,4.801665581597222,13.864003363715277,53.64791493055555,149.2753085069443,164.28226989583345,223.81807291666667
fig11,ours,gavel,finish_time_fairness_perf,1.2,0,False,1000,17.694310483703614,1.1637296549479166,4.649734157986111,14.107142469618056,54.912075954861116,151.70306840277777,166.3738880208445,290.3461458333333
fig11,ours,gavel,finish_time_fairness_perf,1.2,1,False,1000,16.40121453904894,1.1606059570312501,4.585929633246527,13.81831759982639,51.892138888888915,144.3029684895833,161.17169072916695,164.40432291666667
fig11,ours,gavel,finish_time_fairness_perf,1.2,2,False,1000,16.657794268086754,1.1191685655381944,4.591943088107639,13.444778374565972,52.90824435763889,148.68935104166664,170.9593396875002,173.23078125
fig11,ours,gavel,finish_time_fairness_perf,1.2,all,False,3000,16.917773096946433,1.1443146023220485,4.609227159288194,13.77774631076389,53.627258246527774,149.78708993055537,167.62083956597291,290.3461458333333
fig11,ours,gavel,finish_time_fairness_perf,1.4,0,False,1000,17.786561334126787,1.085151604546441,4.630638834635416,14.314428982204861,56.07458072916667,149.84995381944444,172.62686800348854,353.53253472222224
fig11,ours,gavel,finish_time_fairness_perf,1.4,1,False,1000,16.32626235900879,1.1349610866970485,4.596966145833333,13.7067529296875,50.46836848958335,147.98601041666663,164.50379529513933,169.6654513888889
fig11,ours,gavel,finish_time_fairness_perf,1.4,2,False,1000,16.632940960252547,1.065386488172743,4.640272081163195,13.671762695312498,50.0127990451389,153.2864467013889,180.0690828993056,180.59243055555555
fig11,ours,gavel,finish_time_fairness_perf,1.4,all,False,3000,16.915254884462712,1.1042439236111112,4.623850368923611,13.803919270833333,53.581006076388874,151.60820850694432,177.83523902777824,353.53253472222224
fig11,ours,gavel,finish_time_fairness_perf,1.6,0,False,1000,18.163707308892146,1.098629686143663,4.563905707465278,14.169790852864583,56.48501258680557,156.76815746527777,179.68058788196842,445.83538194444446
fig11,ours,gavel,finish_time_fairness_perf,1.6,1,False,1000,16.30774558041043,1.0746453382703993,4.48609130859375,13.611934678819445,53.06960590277779,148.9878425347222,167.20588713541898,192.96307291666668
fig11,ours,gavel,finish_time_fairness_perf,1.6,2,False,1000,16.77998221113417,1.0591025797526041,4.4538656955295135,13.591969129774306,49.72340104166668,156.8705581597222,195.28280477430576,197.65118055555556
fig11,ours,gavel,finish_time_fairness_perf,1.6,all,False,3000,17.083811700145578,1.0746453382703995,4.536839192708333,13.868773871527779,53.960888020833316,154.12033281249984,192.96539027777825,445.83538194444446
fig11,ours,gavel,finish_time_fairness_perf,1.8,0,False,1000,18.970204222242565,1.0697485622829863,4.676483018663195,14.593502875434027,57.20607161458336,167.38080711805551,200.44133876738852,504.6526736111111
fig11,ours,gavel,finish_time_fairness_perf,1.8,1,False,1000,16.548241695421005,1.0727755262586807,4.425272488064236,13.970658908420138,51.32309201388892,153.77768368055553,174.25317942708736,219.15848958333333
fig11,ours,gavel,finish_time_fairness_perf,1.8,2,False,1000,17.315098743523492,1.0761262274848091,4.567839626736111,13.971598849826389,49.729959201388894,162.35235659722218,216.74700309027872,227.24652777777777
fig11,ours,gavel,finish_time_fairness_perf,1.8,all,False,3000,17.611181553729025,1.0741786702473959,4.572093098958334,14.158022732204861,53.96586762152777,162.3395798611109,216.73891505208383,504.6526736111111
fig11,ours,gavel,finish_time_fairness_perf,2.0,0,False,1000,20.362083286234533,1.0589982638888888,4.903383517795139,15.171435004340278,60.16023914930556,197.9514456597222,255.23795112850152,580.2422222222223
fig11,ours,gavel,finish_time_fairness_perf,2.0,1,False,1000,17.380151519470214,1.0543874850802952,4.609854329427083,14.454445258246528,53.90641189236111,159.06971718749998,209.65346319444933,263.98241319444446
fig11,ours,gavel,finish_time_fairness_perf,2.0,2,False,1000,18.654721777038574,1.0524319322374132,4.721856553819444,14.485105794270833,54.34879470486112,178.1640501736111,287.7185956770844,300.03458333333333
fig11,ours,gavel,finish_time_fairness_perf,2.0,all,False,3000,18.79898552758111,1.0524319322374132,4.7185791015625,14.702872178819444,55.24165755208326,178.15190694444442,264.006137048616,580.2422222222223
fig11,ours,gavel,finish_time_fairness_perf,2.2,0,False,1000,23.380216182725693,1.0899490898980035,5.138141818576389,16.41531358506944,64.37004253472222,270.03321111111103,381.44055527783746,1043.8327777777777
fig11,ours,gavel,finish_time_fairness_perf,2.2,1,False,1000,19.573582856411406,1.1293275010850694,4.987769639756944,17.12390380859375,61.66495920138889,169.65995833333332,278.04057543403326,338.74621527777776
fig11,ours,gavel,finish_time_fairness_perf,2.2,2,False,1000,21.08789494103326,1.0856860826280381,5.032523057725694,15.241832139756944,55.828834201388915,220.0581578124999,529.1571205208338,533.7730208333334
fig11,ours,gavel,finish_time_fairness_perf,2.2,all,False,3000,21.347231326723453,1.0991495429144966,5.043787706163195,16.35727294921875,61.4616697048611,198.17706197916667,380.9258750000302,1043.8327777777777
fig11,ours,gavel,finish_time_fairness_perf,2.4,0,False,1000,29.33749742682563,1.1640813259548612,5.948728298611112,19.4465380859375,80.19248958333334,388.0326986111111,849.1563256250507,1411.23875
fig11,ours,gavel,finish_time_fairness_perf,2.4,1,False,1000,25.795093065626354,1.1700017768012154,6.173892957899305,21.620776909722224,76.34428472222223,226.58369427083332,457.42568829864103,789.4829861111111
fig11,ours,gavel,finish_time_fairness_perf,2.4,2,False,1000,25.762362264472113,1.159919406467014,5.700372992621528,17.926695421006944,63.825342881944486,287.7161645833331,809.2012552777778,809.3452777777778
fig11,ours,gavel,finish_time_fairness_perf,2.4,all,False,3000,26.964984252308028,1.1603290473090278,5.914026692708333,19.53350857204861,73.3533611111111,288.8293925347208,809.2012552777778,1411.23875
fig11,ours,gavel,finish_time_fairness_perf,2.6,0,False,1000,36.83735926545884,1.2077364095052083,6.73641357421875,22.620406358506948,90.17101475694444,524.6941652777778,1381.9357880555929,1794.8105555555555
fig11,ours,gavel,finish_time_fairness_perf,2.6,1,False,1000,30.10318710849338,1.190322726779514,6.416824815538195,24.02953342013889,79.54230642361112,295.9455916666666,817.9634861805762,1047.6780555555556
fig11,ours,gavel,finish_time_fairness_perf,2.6,2,False,1000,32.74418088436551,1.1837370605468749,6.340023057725695,23.08798556857639,75.77658072916667,374.4555635416663,1284.9539658333351,1306.5370833333334
fig11,ours,gavel,finish_time_fairness_perf,2.6,all,False,3000,33.22824241943925,1.193118625217014,6.4432275390625,23.205711805555556,80.8107065972222,439.1697329861099,1284.9539658333376,1794.8105555555555
fig11,ours,gavel,finish_time_fairness_perf,2.8,0,False,1000,43.87769875064426,1.2502687038845488,7.809535047743056,25.386180013020834,100.32566753472223,674.3686270833333,1703.1513215278187,2157.9065277777777
fig11,ours,gavel,finish_time_fairness_perf,2.8,1,False,1000,35.79217383721245,1.2253297254774307,7.039303114149305,26.92574978298611,87.51901302083333,383.97115416666657,1088.3912069444905,1597.6994444444445
fig11,ours,gavel,finish_time_fairness_perf,2.8,2,False,1000,39.93149549055311,1.2197368570963543,7.1851188151041665,27.33455349392361,89.10963715277782,507.53325416666615,1650.1364688889016,1791.047638888889
fig11,ours,gavel,finish_time_fairness_perf,2.8,all,False,3000,39.86712269280328,1.2304011908637154,7.286120062934028,26.592506510416666,92.47591753472221,571.8916729166615,1650.0481173611217,2157.9065277777777
fig11,ours,gavel,finish_time_fairness_perf,3.0,0,False,1000,55.31550156324598,1.3363287896050347,9.083088650173611,30.625568033854165,118.74206163194452,884.3207902777775,2221.941503889001,3469.1413888888887
fig11,ours,gavel,finish_time_fairness_perf,3.0,1,False,1000,44.20229783443875,1.2806856011284722,8.414591200086806,31.618570421006943,100.08021180555558,481.2970802083331,1553.5508600000974,2634.44
fig11,ours,gavel,finish_time_fairness_perf,3.0,2,False,1000,50.37576305358886,1.323004163953993,8.630918240017362,33.236567925347224,109.7724079861111,643.7120381944438,2423.794421111128,2608.031111111111
fig11,ours,gavel,finish_time_fairness_perf,3.0,all,False,3000,49.964520817091206,1.3107132432725694,8.702921549479168,31.516438802083336,108.60655034722214,718.8959284722023,2423.794421111149,3469.1413888888887
fig11,ours,gavel,finish_time_fairness_perf,3.2,0,False,999,65.74452093932854,1.5078543836805558,10.858396267361112,36.22414279513889,140.356045138889,1156.5445166666664,1624.9663344445742,3574.5044444444443
fig11,ours,gavel,finish_time_fairness_perf,3.2,1,False,1000,59.35703380615234,1.5250384114583333,10.536080186631946,39.698412543402775,126.97710503472226,630.5385312499997,2655.660720278013,5262.382777777778
fig11,ours,gavel,finish_time_fairness_perf,3.2,2,False,1000,74.45868608842638,1.6377862277560764,11.347533094618056,43.62359809027778,147.37929513888892,849.6405777777767,5802.922000555595,6243.370555555555
fig11,ours,gavel,finish_time_fairness_perf,3.2,all,False,2999,66.52033888395063,1.5568709581163194,10.982820095486112,39.525898437500004,136.9155954861111,952.5264416666663,4080.775450556038,6243.370555555555
fig11,ours,gavel,finish_time_fairness_perf,3.4,0,True,999,86.45625362955866,1.831527045355903,12.905852864583334,43.6188671875,171.1468645833334,1452.207616666666,2053.9446761115864,9196.829444444444
fig11,ours,gavel,finish_time_fairness_perf,3.4,1,False,999,76.13362741237195,1.9878935818142363,13.602900390625,51.36479817708333,163.73754166666674,836.9964666666665,5254.736387777817,5848.684444444444
fig11,ours,gavel,finish_time_fairness_perf,3.4,2,True,997,80.49519223945164,2.1145282389322917,14.765901692708333,55.957599826388886,186.4845173611111,1079.7569888888872,3505.980101111209,4238.756944444444
fig11,ours,gavel,finish_time_fairness_perf,3.4,all,True,2995,81.02871379753655,1.9732030436197918,13.892279730902779,50.051519097222226,172.8760868055555,1155.1549736111092,4244.845679444762,9196.829444444444
fig11,paper,baseline,,0.2,,False,,24,,,,,,,
fig11,paper,baseline,,0.4,,False,,23,,,,,,,
fig11,paper,baseline,,0.6,,False,,25,,,,,,,
fig11,paper,baseline,,0.8,,False,,24,,,,,,,
fig11,paper,baseline,,1.0,,False,,24,,,,,,,
fig11,paper,baseline,,1.2,,False,,24,,,,,,,
fig11,paper,baseline,,1.4,,False,,23,,,,,,,
fig11,paper,baseline,,1.6,,False,,24,,,,,,,
fig11,paper,baseline,,1.8,,False,,25,,,,,,,
fig11,paper,baseline,,2.0,,False,,26,,,,,,,
fig11,paper,baseline,,2.2,,False,,25,,,,,,,
fig11,paper,baseline,,2.4,,False,,36,,,,,,,
fig11,paper,baseline,,2.5,,False,,47,,,,,,,
fig11,paper,baseline,,2.6,,False,,62,,,,,,,
fig11,paper,baseline,,2.8,,False,,81,,,,,,,
fig11,paper,baseline,,2.9,,False,,100,,,,,,,
fig11,paper,gavel,,0.2,,False,,17,,,,,,,
fig11,paper,gavel,,0.4,,False,,16,,,,,,,
fig11,paper,gavel,,0.6,,False,,17,,,,,,,
fig11,paper,gavel,,0.8,,False,,16,,,,,,,
fig11,paper,gavel,,1.0,,False,,16,,,,,,,
fig11,paper,gavel,,1.2,,False,,16,,,,,,,
